sigla_provincia;codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq;codice_sovracomunale
AP;044066;"San Benedetto del Tronto";"San Benedetto del Tronto";;NO;H769;42,9436023;13,8829086;25,4053;044
AP;044071;Spinetoli;Spinetoli;;NO;I912;42,8893074;13,7734080;12,5824;044
AP;044073;Venarotta;Venarotta;;NO;L728;42,8811534;13,4928206;30,2096;044
MS;045001;Aulla;Aulla;;NO;A496;44,2093308;9,9681547;59,9874;045
MS;045002;Bagnone;Bagnone;;NO;A576;44,3153772;9,9944278;73,9351;045
MS;045003;Carrara;Carrara;;NO;B832;44,0772840;10,0967828;71,2778;045
MS;045004;"Casola in Lunigiana";"Casola in Lunigiana";;NO;B979;44,2011580;10,1757178;41,5412;045
MS;045005;Comano;Comano;;NO;C914;44,2972141;10,1348789;53,8314;045
MS;045006;Filattiera;Filattiera;;NO;D590;44,3312670;9,9368775;48,7783;045
MS;045007;Fivizzano;Fivizzano;;NO;D629;44,2370480;10,1228324;181,1155;045
MS;045008;Fosdinovo;Fosdinovo;;NO;D735;44,1343660;10,0190587;48,3949;045
MS;045009;"Licciana Nardi";"Licciana Nardi";;NO;E574;44,2649720;10,0385393;55,6777;045
MS;045010;Massa;Massa;;SI;F023;44,0367284;10,1417380;93,8397;045
MS;045011;Montignoso;Montignoso;;NO;F679;44,0181301;10,1764828;16,7091;045
MS;045012;Mulazzo;Mulazzo;;NO;F802;44,3216520;9,9070753;62,5051;045
MS;045013;Podenzana;Podenzana;;NO;G746;44,2063609;9,9412224;17,1035;045
MS;045014;Pontremoli;Pontremoli;;NO;G870;44,3773761;9,8829482;182,5158;045
MS;045015;Tresana;Tresana;;NO;L386;44,2382312;9,9515586;44,4507;045
MS;045016;"Villafranca in Lunigiana";"Villafranca in Lunigiana";;NO;L946;44,2919726;9,9510258;29,3197;045
MS;045017;Zeri;Zeri;;NO;M169;44,3529056;9,7635024;73,6187;045
LU;046001;Altopascio;Altopascio;;NO;A241;43,8150175;10,6747442;28,5991;046
LU;046002;"Bagni di Lucca";"Bagni di Lucca";;NO;A560;44,0105317;10,5912028;164,7064;046
LU;046003;Barga;Barga;;NO;A657;44,0730326;10,4847758;66,4641;046
LU;046004;"Borgo a Mozzano";"Borgo a Mozzano";;NO;B007;43,9785065;10,5436003;72,2028;046
LU;046005;Camaiore;Camaiore;;NO;B455;43,9385799;10,3041741;85,4275;046
LU;046006;Camporgiano;Camporgiano;;NO;B557;44,1586319;10,3337985;27,0912;046
LU;046007;Capannori;Capannori;;NO;B648;43,8488983;10,5747991;156,1777;046
LU;046008;Careggine;Careggine;;NO;B760;44,1207979;10,3243864;24,0810;046
LU;046009;"Castelnuovo di Garfagnana";"Castelnuovo di Garfagnana";;NO;C236;44,1103010;10,4116603;28,4824;046
LU;046010;"Castiglione di Garfagnana";"Castiglione di Garfagnana";;NO;C303;44,1490744;10,4112675;48,5253;046
LU;046011;"Coreglia Antelminelli";"Coreglia Antelminelli";;NO;C996;44,0645115;10,5253015;52,9404;046
LU;046013;"Forte dei Marmi";"Forte dei Marmi";;NO;D730;43,9601590;10,1667052;9,1872;046
LU;046014;Fosciandora;Fosciandora;;NO;D734;44,1152232;10,4554079;19,8594;046
LU;046015;Gallicano;Gallicano;;NO;D874;44,0604532;10,4356553;31,0403;046
LU;046017;Lucca;Lucca;;SI;E715;43,8443042;10,5015132;185,7334;046
LU;046018;Massarosa;Massarosa;;NO;F035;43,8684779;10,3418058;68,2379;046
LU;046019;Minucciano;Minucciano;;NO;F225;44,1702969;10,2075641;57,2823;046
LU;046020;Molazzana;Molazzana;;NO;F283;44,0725780;10,4184376;31,3297;046
LU;046021;Montecarlo;Montecarlo;;NO;F452;43,8503455;10,6685703;15,6300;046
LU;046022;Pescaglia;Pescaglia;;NO;G480;43,9664067;10,4112828;70,5479;046
LU;046023;"Piazza al Serchio";"Piazza al Serchio";;NO;G582;44,1825514;10,3000167;27,0295;046
LU;046024;Pietrasanta;Pietrasanta;;NO;G628;43,9595385;10,2276878;42,1153;046
LU;046025;"Pieve Fosciana";"Pieve Fosciana";;NO;G648;44,1306135;10,4106854;28,7546;046
LU;046026;Porcari;Porcari;;NO;G882;43,8396435;10,6167062;17,8894;046
LU;046027;"San Romano in Garfagnana";"San Romano in Garfagnana";;NO;I142;44,1689503;10,3454385;26,1567;046
LU;046028;Seravezza;Seravezza;;NO;I622;43,9951732;10,2284374;39,4678;046
LU;046030;Stazzema;Stazzema;;NO;I942;43,9970986;10,2956298;80,1265;046
LU;046031;"Vagli Sotto";"Vagli Sotto";;NO;L533;44,1143747;10,2803963;41,2192;046
LU;046033;Viareggio;Viareggio;;NO;L833;43,8669243;10,2498112;32,5275;046
LU;046034;"Villa Basilica";"Villa Basilica";;NO;L913;43,9277583;10,6450966;36,5731;046
LU;046035;"Villa Collemandina";"Villa Collemandina";;NO;L926;44,1595627;10,3975720;34,7900;046
LU;046036;"Fabbriche di Vergemoli";"Fabbriche di Vergemoli";;NO;M319;44,0233962;10,3995593;42,5469;046
LU;046037;"Sillano Giuncugnano";"Sillano Giuncugnano";;NO;M347;44,2421177;10,3117516;81,2949;046
PT;047002;Agliana;Agliana;;NO;A071;43,9027674;11,0065334;11,6792;047
PT;047003;Buggiano;Buggiano;;NO;B251;43,8799148;10,7275360;16,0642;047
PT;047005;Lamporecchio;Lamporecchio;;NO;E432;43,8169545;10,8967870;22,2518;047
PT;047006;Larciano;Larciano;;NO;E451;43,8246429;10,8771935;24,9667;047
PT;047007;Marliana;Marliana;;NO;E960;43,9340432;10,7700546;43,0435;047
PT;047008;"Massa e Cozzile";"Massa e Cozzile";;NO;F025;43,9098976;10,7446720;16,0119;047
PT;047009;"Monsummano Terme";"Monsummano Terme";;NO;F384;43,8715780;10,8144222;32,6232;047
PT;047010;Montale;Montale;;NO;F410;43,9347220;11,0222660;32,1174;047
PT;047011;Montecatini-Terme;Montecatini-Terme;;NO;A561;43,8840784;10,7727837;17,6864;047
PT;047012;Pescia;Pescia;;NO;G491;43,9031412;10,6885925;79,1246;047
PT;047013;"Pieve a Nievole";"Pieve a Nievole";;NO;G636;43,8789574;10,7946583;12,6668;047
PT;047014;Pistoia;Pistoia;;SI;G713;43,9334478;10,9173409;236,3969;047
PT;047016;"Ponte Buggianese";"Ponte Buggianese";;NO;G833;43,8427404;10,7474459;29,5227;047
PT;047017;Quarrata;Quarrata;;NO;H109;43,8475752;10,9786123;45,9127;047
PT;047018;"Sambuca Pistoiese";"Sambuca Pistoiese";;NO;H744;44,1040317;10,9989948;77,2396;047
PT;047020;"Serravalle Pistoiese";"Serravalle Pistoiese";;NO;I660;43,9055767;10,8319803;42,0349;047
PT;047021;Uzzano;Uzzano;;NO;L522;43,8816983;10,7090767;7,8501;047
PT;047022;"Chiesina Uzzanese";"Chiesina Uzzanese";;NO;C631;43,8391554;10,7195066;7,2510;047
PT;047023;"Abetone Cutigliano";"Abetone Cutigliano";;NO;M376;44,1248467;10,7057064;74,9918;047
PT;047024;"San Marcello Piteglio";"San Marcello Piteglio";;NO;M377;44,0528573;10,7965409;134,7274;047
FI;048001;"Bagno a Ripoli";"Bagno a Ripoli";;NO;A564;43,7513975;11,3193900;74,0913;248
FI;048002;"Barberino di Mugello";"Barberino di Mugello";;NO;A632;44,0004238;11,2385793;133,3254;248
FI;048004;"Borgo San Lorenzo";"Borgo San Lorenzo";;NO;B036;43,9547706;11,3876835;146,3627;248
FI;048005;Calenzano;Calenzano;;NO;B406;43,8650656;11,1671937;76,9699;248
FI;048006;"Campi Bisenzio";"Campi Bisenzio";;NO;B507;43,8205483;11,1378351;28,7516;248
FI;048008;"Capraia e Limite";"Capraia e Limite";;NO;B684;43,7424415;10,9764272;24,9167;248
FI;048010;Castelfiorentino;Castelfiorentino;;NO;C101;43,6057123;10,9713086;66,3437;248
FI;048011;"Cerreto Guidi";"Cerreto Guidi";;NO;C529;43,7596494;10,8775747;49,3050;248
FI;048012;Certaldo;Certaldo;;NO;C540;43,5477561;11,0407636;75,2749;248
FI;048013;Dicomano;Dicomano;;NO;D299;43,8914844;11,5236193;61,6319;248
FI;048014;Empoli;Empoli;;NO;D403;43,7190603;10,9471833;62,4217;248
FI;048015;Fiesole;Fiesole;;NO;D575;43,8068454;11,2931756;42,1928;248
FI;048017;Firenze;Firenze;;SI;D612;43,7692112;11,2558881;102,3156;248
FI;048018;Firenzuola;Firenzuola;;NO;D613;44,1175902;11,3788277;271,9594;248
FI;048019;Fucecchio;Fucecchio;;NO;D815;43,7285930;10,8100863;65,1757;248
FI;048020;"Gambassi Terme";"Gambassi Terme";;NO;D895;43,5385944;10,9531594;83,2314;248
FI;048021;"Greve in Chianti";"Greve in Chianti";;NO;E169;43,5832265;11,3171568;169,3743;248
FI;048022;Impruneta;Impruneta;;NO;E291;43,6857156;11,2544070;48,7144;248
FI;048024;"Lastra a Signa";"Lastra a Signa";;NO;E466;43,7701042;11,1060631;42,8991;248
FI;048025;Londa;Londa;;NO;E668;43,8600845;11,5672041;59,2885;248
FI;048026;Marradi;Marradi;;NO;E971;44,0754494;11,6127649;154,0525;248
FI;048027;Montaione;Montaione;;NO;F398;43,5522560;10,9122503;104,7585;248
FI;048028;"Montelupo Fiorentino";"Montelupo Fiorentino";;NO;F551;43,7294523;11,0207597;24,6575;248
FI;048030;Montespertoli;Montespertoli;;NO;F648;43,6431084;11,0753318;124,8777;248
FI;048031;"Palazzuolo sul Senio";"Palazzuolo sul Senio";;NO;G270;44,1122528;11,5472917;109,1026;248
FI;048032;Pelago;Pelago;;NO;G420;43,7702262;11,5063596;54,5602;248
FI;048033;Pontassieve;Pontassieve;;NO;G825;43,7757937;11,4398655;114,3984;248
FI;048035;Reggello;Reggello;;NO;H222;43,6825288;11,5363824;121,6458;248
FI;048036;"Rignano sull'Arno";"Rignano sull'Arno";;NO;H286;43,7220412;11,4535241;54,1439;248
FI;048037;Rufina;Rufina;;NO;H635;43,8266192;11,4879161;45,8797;248
FI;048038;"San Casciano in Val di Pesa";"San Casciano in Val di Pesa";;NO;H791;43,6565411;11,1843918;107,8317;248
FI;048039;"San Godenzo";"San Godenzo";;NO;H937;43,9262600;11,6196166;99,1989;248
FI;048041;Scandicci;Scandicci;;NO;B962;43,7582062;11,1813296;59,6923;248
FI;048043;"Sesto Fiorentino";"Sesto Fiorentino";;NO;I684;43,8321718;11,1984270;48,8110;248
FI;048044;Signa;Signa;;NO;I728;43,7823687;11,0975570;18,8084;248
FI;048046;Vaglia;Vaglia;;NO;L529;43,9065511;11,2813561;56,9411;248
FI;048049;Vicchio;Vicchio;;NO;L838;43,9337660;11,4654354;138,8610;248
FI;048050;Vinci;Vinci;;NO;M059;43,7871172;10,9264862;54,1848;248
FI;048052;"Figline e Incisa Valdarno";"Figline e Incisa Valdarno";;NO;M321;43,6243543;11,4347373;97,9012;248
FI;048053;"Scarperia e San Piero";"Scarperia e San Piero";;NO;M326;44,0047194;11,3247553;115,8099;248
FI;048054;"Barberino Tavarnelle";"Barberino Tavarnelle";;NO;M408;43,5394227;11,1907978;122,9905;248
LI;049001;Bibbona;Bibbona;;NO;A852;43,2694120;10,5981838;65,6114;049
LI;049002;"Campiglia Marittima";"Campiglia Marittima";;NO;B509;43,0589976;10,6168783;83,2760;049
LI;049003;"Campo nell'Elba";"Campo nell'Elba";;NO;B553;42,7448024;10,2336280;55,7876;049
LI;049004;Capoliveri;Capoliveri;;NO;B669;42,7430932;10,3803315;39,5606;049
LI;049005;"Capraia Isola";"Capraia Isola";;NO;B685;43,0498936;9,8422641;19,3267;049
LI;049006;"Castagneto Carducci";"Castagneto Carducci";;NO;C044;43,1606302;10,6099729;142,3149;049
LI;049007;Cecina;Cecina;;NO;C415;43,3121576;10,5193646;42,4945;049
LI;049008;Collesalvetti;Collesalvetti;;NO;C869;43,5891955;10,4760639;107,9895;049
LI;049009;Livorno;Livorno;;SI;E625;43,5523257;10,3086776;104,7138;049
LI;049010;Marciana;Marciana;;NO;E930;42,7899659;10,1679645;45,4509;049
LI;049011;"Marciana Marina";"Marciana Marina";;NO;E931;42,8046822;10,1968296;5,8590;049
LI;049012;Piombino;Piombino;;NO;G687;42,9219385;10,5274135;130,3251;049
LI;049013;"Porto Azzurro";"Porto Azzurro";;NO;E680;42,7645478;10,3987256;13,3301;049
LI;049014;Portoferraio;Portoferraio;;NO;G912;42,8152328;10,3311984;48,0293;049
LI;049017;"Rosignano Marittimo";"Rosignano Marittimo";;NO;H570;43,4053060;10,4726913;120,6514;049
LI;049018;"San Vincenzo";"San Vincenzo";;NO;I390;43,1008164;10,5382344;33,1539;049
LI;049019;Sassetta;Sassetta;;NO;I454;43,1283344;10,6439865;26,7469;049
LI;049020;Suvereto;Suvereto;;NO;L019;43,0792214;10,6791042;92,3809;049
LI;049021;Rio;Rio;;NO;M391;42,8239161;10,4093150;36,5182;049
PI;050001;Bientina;Bientina;;NO;A864;43,7100930;10,6198370;29,4899;050
PI;050002;Buti;Buti;;NO;B303;43,7272919;10,5873559;23,0257;050
PI;050003;Calci;Calci;;NO;B390;43,7255319;10,5156858;25,1051;050
PI;050004;Calcinaia;Calcinaia;;NO;B392;43,6829738;10,6156660;14,8907;050
PI;050005;Capannoli;Capannoli;;NO;B647;43,5838437;10,6786476;22,7250;050
PI;050006;"Casale Marittimo";"Casale Marittimo";;NO;B878;43,2972239;10,6155285;14,3589;050
PI;050008;Cascina;Cascina;;NO;B950;43,6765203;10,5492765;78,6061;050
PI;050009;"Castelfranco di Sotto";"Castelfranco di Sotto";;NO;C113;43,6996753;10,7452392;48,2483;050
PI;050010;"Castellina Marittima";"Castellina Marittima";;NO;C174;43,4119488;10,5754877;45,5735;050
PI;050011;"Castelnuovo di Val di Cecina";"Castelnuovo di Val di Cecina";;NO;C244;43,2068727;10,9060056;89,0162;050
PI;050012;Chianni;Chianni;;NO;C609;43,4858066;10,6425542;61,9916;050
PI;050014;Fauglia;Fauglia;;NO;D510;43,5669798;10,5160403;42,4313;050
PI;050015;Guardistallo;Guardistallo;;NO;E250;43,3132989;10,6329907;23,6101;050
PI;050016;Lajatico;Lajatico;;NO;E413;43,4750514;10,7285119;72,6651;050
PI;050019;"Montecatini Val di Cecina";"Montecatini Val di Cecina";;NO;F458;43,3919835;10,7481589;154,9495;050
PI;050020;Montescudaio;Montescudaio;;NO;F640;43,3263275;10,6277863;20,1518;050
PI;050021;"Monteverdi Marittimo";"Monteverdi Marittimo";;NO;F661;43,1769768;10,7152486;98,0741;050
PI;050022;"Montopoli in Val d'Arno";"Montopoli in Val d'Arno";;NO;F686;43,6685666;10,7604257;30,1734;050
PI;050023;"Orciano Pisano";"Orciano Pisano";;NO;G090;43,4912411;10,5101093;11,6218;050
PI;050024;Palaia;Palaia;;NO;G254;43,6048010;10,7730782;73,6440;050
PI;050025;Peccioli;Peccioli;;NO;G395;43,5479830;10,7210472;92,5368;050
PI;050026;Pisa;Pisa;;SI;G702;43,7155115;10,4012721;185,0690;050
PI;050027;Pomarance;Pomarance;;NO;G804;43,3000927;10,8738165;227,8437;050
PI;050028;Ponsacco;Ponsacco;;NO;G822;43,6201897;10,6336059;19,8828;050
PI;050029;Pontedera;Pontedera;;NO;G843;43,6639038;10,6360093;46,0346;050
PI;050030;Riparbella;Riparbella;;NO;H319;43,3646575;10,5997029;58,9604;050
PI;050031;"San Giuliano Terme";"San Giuliano Terme";;NO;A562;43,7633217;10,4424890;91,9400;050
PI;050032;"San Miniato";"San Miniato";;NO;I046;43,6793861;10,8523899;102,5828;050
PI;050033;"Santa Croce sull'Arno";"Santa Croce sull'Arno";;NO;I177;43,7114189;10,7783903;16,7885;050
PI;050034;"Santa Luce";"Santa Luce";;NO;I217;43,4724786;10,5648185;66,6216;050
PI;050035;"Santa Maria a Monte";"Santa Maria a Monte";;NO;I232;43,6986444;10,6923676;38,0351;050
PI;050036;Terricciola;Terricciola;;NO;L138;43,5246158;10,6760378;43,2830;050
PI;050037;Vecchiano;Vecchiano;;NO;L702;43,7815783;10,3865988;67,5491;050
PI;050038;Vicopisano;Vicopisano;;NO;L850;43,6997341;10,5843905;26,8681;050
PI;050039;Volterra;Volterra;;NO;M126;43,4016830;10,8594125;252,6378;050
PI;050040;"Casciana Terme Lari";"Casciana Terme Lari";;NO;M327;43,5558002;10,5963310;81,3978;050
PI;050041;"Crespina Lorenzana";"Crespina Lorenzana";;NO;M328;43,5697374;10,5406727;46,4332;050
AR;051001;Anghiari;Anghiari;;NO;A291;43,5405065;12,0568387;130,9192;051
AR;051002;Arezzo;Arezzo;;SI;A390;43,4664037;11,8822873;384,7537;051
AR;051003;"Badia Tedalda";"Badia Tedalda";;NO;A541;43,7063888;12,1855778;118,7171;051
AR;051004;Bibbiena;Bibbiena;;NO;A851;43,6944369;11,8181405;86,5122;051
AR;051005;Bucine;Bucine;;NO;B243;43,4790571;11,6168825;131,6157;051
AR;051006;Capolona;Capolona;;NO;B670;43,5634070;11,8598429;47,5561;051
AR;051007;"Caprese Michelangelo";"Caprese Michelangelo";;NO;B693;43,6439734;11,9857730;66,5302;051
AR;051008;"Castel Focognano";"Castel Focognano";;NO;C102;43,6515736;11,8356385;56,6283;051
AR;051010;"Castel San Niccolò";"Castel San Niccolò";;NO;C263;43,7410238;11,7045904;83,2702;051
AR;051011;"Castiglion Fibocchi";"Castiglion Fibocchi";;NO;C318;43,5275431;11,7632146;25,4628;051
AR;051012;"Castiglion Fiorentino";"Castiglion Fiorentino";;NO;C319;43,3416168;11,9238646;111,4256;051
AR;051013;Cavriglia;Cavriglia;;NO;C407;43,5236707;11,4890615;60,8681;051
AR;051014;Chitignano;Chitignano;;NO;C648;43,6613609;11,8802634;14,8936;051
AR;051015;"Chiusi della Verna";"Chiusi della Verna";;NO;C663;43,6996976;11,9350084;102,3216;051
AR;051016;"Civitella in Val di Chiana";"Civitella in Val di Chiana";;NO;C774;43,4031888;11,7709098;100,3260;051
AR;051017;Cortona;Cortona;;NO;D077;43,2750868;11,9850545;342,7316;051
AR;051018;"Foiano della Chiana";"Foiano della Chiana";;NO;D649;43,2524584;11,8184711;40,7826;051
AR;051020;"Loro Ciuffenna";"Loro Ciuffenna";;NO;E693;43,5932904;11,6315368;86,5219;051
AR;051021;Lucignano;Lucignano;;NO;E718;43,2754680;11,7470731;44,9309;051
AR;051022;"Marciano della Chiana";"Marciano della Chiana";;NO;E933;43,3051058;11,7863550;23,6944;051
AR;051023;Montemignaio;Montemignaio;;NO;F565;43,7401038;11,6199087;25,9430;051
AR;051024;Monterchi;Monterchi;;NO;F594;43,4855760;12,1118963;29,4156;051
AR;051025;"Monte San Savino";"Monte San Savino";;NO;F628;43,3313595;11,7253349;89,8062;051
AR;051026;Montevarchi;Montevarchi;;NO;F656;43,5235828;11,5674690;56,6641;051
AR;051027;"Ortignano Raggiolo";"Ortignano Raggiolo";;NO;G139;43,6814932;11,7525081;36,3016;051
AR;051030;"Pieve Santo Stefano";"Pieve Santo Stefano";;NO;G653;43,6684756;12,0417445;156,0867;051
AR;051031;Poppi;Poppi;;NO;G879;43,7245171;11,7653041;97,0817;051
AR;051033;"San Giovanni Valdarno";"San Giovanni Valdarno";;NO;H901;43,5667136;11,5296269;21,4497;051
AR;051034;Sansepolcro;Sansepolcro;;NO;I155;43,5701235;12,1413210;91,1928;051
AR;051035;Sestino;Sestino;;NO;I681;43,7083966;12,2969681;80,2296;051
AR;051037;Subbiano;Subbiano;;NO;I991;43,5755368;11,8702798;77,8418;051
AR;051038;Talla;Talla;;NO;L038;43,6019828;11,7871276;59,8867;051
AR;051039;"Terranuova Bracciolini";"Terranuova Bracciolini";;NO;L123;43,5509247;11,5858277;85,8786;051
AR;051040;"Castelfranco Piandiscò";"Castelfranco Piandiscò";;NO;M322;43,6383193;11,5596410;55,9910;051
AR;051041;"Pratovecchio Stia";"Pratovecchio Stia";;NO;M329;43,8168850;11,7054718;138,2261;051
AR;051042;"Laterina Pergine Valdarno";"Laterina Pergine Valdarno";;NO;M392;43,4781881;11,6879760;70,5358;051
SI;052001;"Abbadia San Salvatore";"Abbadia San Salvatore";;NO;A006;42,8809367;11,6775051;58,9933;052
SI;052002;Asciano;Asciano;;NO;A461;43,2349140;11,5594448;215,6315;052
SI;052003;Buonconvento;Buonconvento;;NO;B269;43,1379030;11,4819049;64,8436;052
SI;052004;"Casole d'Elsa";"Casole d'Elsa";;NO;B984;43,3404788;11,0431284;148,7041;052
SI;052005;"Castellina in Chianti";"Castellina in Chianti";;NO;C172;43,4699878;11,2856570;99,7990;052
SI;052006;"Castelnuovo Berardenga";"Castelnuovo Berardenga";;NO;C227;43,3454656;11,5031356;177,1077;052
SI;052007;"Castiglione d'Orcia";"Castiglione d'Orcia";;NO;C313;43,0043472;11,6163919;141,5389;052
SI;052008;Cetona;Cetona;;NO;C587;42,9628611;11,9006440;53,5433;052
SI;052009;"Chianciano Terme";"Chianciano Terme";;NO;C608;43,0588097;11,8318073;36,5614;052
SI;052010;Chiusdino;Chiusdino;;NO;C661;43,1550532;11,0881234;141,5667;052
SI;052011;Chiusi;Chiusi;;NO;C662;43,0167030;11,9476196;58,0687;052
SI;052012;"Colle di Val d'Elsa";"Colle di Val d'Elsa";;NO;C847;43,4211893;11,1177509;92,0349;052
SI;052013;"Gaiole in Chianti";"Gaiole in Chianti";;NO;D858;43,4687370;11,4334795;128,8832;052
SI;052015;Montepulciano;Montepulciano;;NO;F592;43,0925253;11,7807007;165,5399;052
SI;052016;Monteriggioni;Monteriggioni;;NO;F598;43,3930374;11,2186101;99,7309;052
SI;052017;"Monteroni d'Arbia";"Monteroni d'Arbia";;NO;F605;43,2310602;11,4218708;105,8556;052
SI;052018;Monticiano;Monticiano;;NO;F676;43,1393392;11,1797241;109,5005;052
SI;052019;Murlo;Murlo;;NO;F815;43,1684603;11,3911023;114,6246;052
SI;052020;Piancastagnaio;Piancastagnaio;;NO;G547;42,8494033;11,6918200;69,6264;052
SI;052021;Pienza;Pienza;;NO;G602;43,0762975;11,6799600;122,8667;052
SI;052022;Poggibonsi;Poggibonsi;;NO;G752;43,4668489;11,1466271;70,6019;052
SI;052023;"Radda in Chianti";"Radda in Chianti";;NO;H153;43,4865168;11,3744093;80,4148;052
SI;052024;Radicofani;Radicofani;;NO;H156;42,8969576;11,7663784;117,9750;052
SI;052025;Radicondoli;Radicondoli;;NO;H157;43,2610945;11,0413167;132,5264;052
SI;052026;"Rapolano Terme";"Rapolano Terme";;NO;H185;43,2865083;11,6041574;83,0208;052
SI;052027;"San Casciano dei Bagni";"San Casciano dei Bagni";;NO;H790;42,8712867;11,8753615;92,1425;052
SI;052028;"San Gimignano";"San Gimignano";;NO;H875;43,4677438;11,0431776;138,5687;052
SI;052030;"San Quirico d'Orcia";"San Quirico d'Orcia";;NO;I135;43,0602398;11,6032805;42,2351;052
SI;052031;Sarteano;Sarteano;;NO;I445;42,9895709;11,8691688;84,8432;052
SI;052032;Siena;Siena;;SI;I726;43,3181376;11,3319089;118,5306;052
SI;052033;Sinalunga;Sinalunga;;NO;A468;43,2123635;11,7360604;78,6758;052
SI;052034;Sovicille;Sovicille;;NO;I877;43,2801610;11,2283419;143,5768;052
SI;052035;"Torrita di Siena";"Torrita di Siena";;NO;L303;43,1666089;11,7718886;58,3390;052
SI;052036;Trequanda;Trequanda;;NO;L384;43,1886255;11,6677722;63,9492;052
SI;052037;Montalcino;Montalcino;;NO;M378;43,0593726;11,4881245;310,3936;052
GR;053001;Arcidosso;Arcidosso;;NO;A369;42,8714300;11,5387930;93,2541;053
GR;053002;Campagnatico;Campagnatico;;NO;B497;42,8827536;11,2749408;162,2885;053
GR;053003;Capalbio;Capalbio;;NO;B646;42,4532172;11,4220123;187,3488;053
GR;053004;"Castel del Piano";"Castel del Piano";;NO;C085;42,8930193;11,5377390;67,7697;053
GR;053005;Castell'Azzara;Castell'Azzara;;NO;C147;42,7735063;11,6977734;64,2308;053
GR;053006;"Castiglione della Pescaia";"Castiglione della Pescaia";;NO;C310;42,7619953;10,8788282;209,1009;053
GR;053007;Cinigiano;Cinigiano;;NO;C705;42,8910518;11,3941704;161,5518;053
GR;053008;"Civitella Paganico";"Civitella Paganico";;NO;C782;42,9939429;11,2816156;192,9001;053
GR;053009;Follonica;Follonica;;NO;D656;42,9225695;10,7598806;56,0491;053
GR;053010;Gavorrano;Gavorrano;;NO;D948;42,9251595;10,9056809;164,0818;053
GR;053011;Grosseto;Grosseto;;SI;E202;42,7602332;11,1135628;473,5252;053
GR;053012;"Isola del Giglio";"Isola del Giglio";;NO;E348;42,3656696;10,9008994;24,0114;053
GR;053013;"Magliano in Toscana";"Magliano in Toscana";;NO;E810;42,5985197;11,2935352;250,8568;053
GR;053014;Manciano;Manciano;;NO;E875;42,5873032;11,5154592;372,4982;053
GR;053015;"Massa Marittima";"Massa Marittima";;NO;F032;43,0501698;10,8879336;283,4428;053
GR;053016;"Monte Argentario";"Monte Argentario";;NO;F437;42,4391142;11,1158415;60,4003;053
GR;053017;Montieri;Montieri;;NO;F677;43,1304644;11,0162132;108,2049;053
GR;053018;Orbetello;Orbetello;;NO;G088;42,4373334;11,2094266;226,8069;053
GR;053019;Pitigliano;Pitigliano;;NO;G716;42,6348800;11,6694148;101,9591;053
GR;053020;Roccalbegna;Roccalbegna;;NO;H417;42,7841087;11,5092531;124,8586;053
GR;053021;Roccastrada;Roccastrada;;NO;H449;43,0111828;11,1674272;284,4636;053
GR;053022;"Santa Fiora";"Santa Fiora";;NO;I187;42,8313275;11,5857482;63,4512;053
GR;053023;Scansano;Scansano;;NO;I504;42,6878579;11,3331490;273,5600;053
GR;053024;Scarlino;Scarlino;;NO;I510;42,9072699;10,8519362;88,2265;053
GR;053025;Seggiano;Seggiano;;NO;I571;42,9279557;11,5573127;49,4287;053
GR;053026;Sorano;Sorano;;NO;I841;42,6816970;11,7138281;174,5585;053
GR;053027;"Monterotondo Marittimo";"Monterotondo Marittimo";;NO;F612;43,1454784;10,8558467;102,6929;053
GR;053028;Semproniano;Semproniano;;NO;I601;42,7302137;11,5416900;81,6534;053
PG;054001;Assisi;Assisi;;NO;A475;43,0707984;12,6154022;187,1913;054
PG;054002;"Bastia Umbra";"Bastia Umbra";;NO;A710;43,0664771;12,5492581;27,6014;054
PG;054003;Bettona;Bettona;;NO;A832;43,0129345;12,4849300;45,0747;054
PG;054004;Bevagna;Bevagna;;NO;A835;42,9339041;12,6091241;56,2226;054
PG;054005;"Campello sul Clitunno";"Campello sul Clitunno";;NO;B504;42,8200440;12,7769265;49,7616;054
PG;054006;Cannara;Cannara;;NO;B609;42,9954109;12,5832541;32,8087;054
PG;054007;Cascia;Cascia;;NO;B948;42,7182121;13,0131372;180,8336;054
PG;054008;"Castel Ritaldi";"Castel Ritaldi";;NO;C252;42,8230190;12,6722572;22,4414;054
PG;054009;"Castiglione del Lago";"Castiglione del Lago";;NO;C309;43,1272492;12,0535753;205,2661;054
PG;054010;"Cerreto di Spoleto";"Cerreto di Spoleto";;NO;C527;42,8193017;12,9163868;74,7826;054
PG;054011;Citerna;Citerna;;NO;C742;43,4982439;12,1164689;23,5288;054
PG;054012;"Città della Pieve";"Città della Pieve";;NO;C744;42,9527860;12,0050617;110,9444;054
PG;054013;"Città di Castello";"Città di Castello";;NO;C745;43,4573549;12,2381457;387,3170;054
PG;054014;Collazzone;Collazzone;;NO;C845;42,8942311;12,4378851;55,5632;054
PG;054015;Corciano;Corciano;;NO;C990;43,1285205;12,2863992;63,7230;054
PG;054016;Costacciaro;Costacciaro;;NO;D108;43,3588834;12,7119188;41,0597;054
PG;054017;Deruta;Deruta;;NO;D279;42,9822073;12,4198955;44,5600;054
